location_id,longitude,latitude,easting_m,northing_m
1,27.69836368910687,36.72096109074584,5900000.0,1700000.0
2,29.219352315419773,36.417191513385696,6040000.0,1700000.0
3,29.435717386047425,36.37179313674507,6060000.0,1700000.0
4,29.651846979451506,36.325896593947036,6080000.0,1700000.0
5,29.867739251599964,36.27950273785293,6100000.0,1700000.0
6,28.180481980929358,36.812778166161735,5940000.0,1720000.0
7,28.83383397052426,36.68220746960079,6000000.0,1720000.0
8,29.268243574844124,36.59264935767198,6040000.0,1720000.0
9,29.485095047916403,36.54711954207101,6060000.0,1720000.0
10,29.701708444928247,36.501090360535215,6080000.0,1720000.0
11,29.91808190571509,36.45456267568672,6100000.0,1720000.0
12,30.13421359609482,36.40753735580809,6120000.0,1720000.0
13,30.350101707955858,36.36001527472258,6140000.0,1720000.0
14,27.57032760776377,37.11519768140355,5880000.0,1740000.0
15,27.789523470531773,37.07357073840816,5900000.0,1740000.0
16,28.00849457438754,37.031436462820096,5920000.0,1740000.0
17,28.22723883579452,36.98879567715674,5940000.0,1740000.0
18,28.44575419669056,36.945649210603236,5960000.0,1740000.0
19,28.66403862461807,36.90199789889339,5980000.0,1740000.0
20,28.88209011284875,36.8578425841903,6000000.0,1740000.0
21,29.099906680503015,36.81318411496639,6020000.0,1740000.0
22,29.317486372664064,36.76802334588332,6040000.0,1740000.0
23,29.534827260486637,36.722361137671335,6060000.0,1740000.0
24,29.7519274413005,36.67619835700851,6080000.0,1740000.0
25,29.968785038708628,36.62953587639955,6100000.0,1740000.0
26,30.185398202680236,36.58237457405441,6120000.0,1740000.0
27,30.401765109638546,36.53471533376674,6140000.0,1740000.0
28,27.395957680602272,37.33275060519027,5860000.0,1760000.0
29,27.615891812868817,37.291509817212145,5880000.0,1760000.0
30,27.83560079611834,37.249759579890274,5900000.0,1760000.0
31,28.055082501628146,37.207500718476226,5920000.0,1760000.0
32,28.274334826403585,37.16473406506914,5940000.0,1760000.0
33,28.493355693314186,37.12146045849537,5960000.0,1760000.0
34,28.7121430512243,37.07768074418756,5980000.0,1760000.0
35,28.930694875118274,37.0333957740634,6000000.0,1760000.0
36,29.149009166220107,36.98860640640396,6020000.0,1760000.0
37,29.36708395210768,36.94331350573155,6040000.0,1760000.0
38,29.584917286821582,36.89751794268751,6060000.0,1760000.0
39,29.802507250968524,36.85122059390943,6080000.0,1760000.0
40,30.019851951819366,36.804422341908214,6100000.0,1760000.0
41,30.23694952340187,36.75712407494494,6120000.0,1760000.0
42,30.453798126588048,36.70932668690744,6140000.0,1760000.0
43,32.39394190600924,36.25683986364875,6320000.0,1760000.0
44,32.608205630981665,36.204101578044884,6340000.0,1760000.0
45,32.8222019486659,36.150874340066636,6360000.0,1760000.0
46,27.220656792268496,37.549961438045116,5840000.0,1780000.0
47,27.44133539370733,37.50910933878911,5860000.0,1780000.0
48,27.661788489963506,37.467745653388846,5880000.0,1780000.0
49,27.8820139063209,37.42587120970863,5900000.0,1780000.0
50,28.1020094940455,37.38348684264381,5920000.0,1780000.0
51,28.32177313052782,37.34059339399904,5940000.0,1780000.0
52,28.541302719419615,37.29719171236591,5960000.0,1780000.0
53,28.76059619076499,37.25328265300026,5980000.0,1780000.0
54,28.979651501125915,37.20886707769907,6000000.0,1780000.0
55,29.198466633702182,37.16394585467681,6020000.0,1780000.0
56,29.417039598445704,37.11851985844161,6040000.0,1780000.0
57,29.635368432169425,37.0725899696711,6060000.0,1780000.0
58,29.85345119865057,37.02615707508775,6080000.0,1780000.0
59,30.071285988728555,36.97922206733419,6100000.0,1780000.0
60,30.288870920397333,36.931785844848164,6120000.0,1780000.0
61,30.506204138892407,36.88384931173726,6140000.0,1780000.0
62,32.23559469029164,36.48245612885767,6300000.0,1780000.0
63,32.45058355687311,36.43005835830706,6320000.0,1780000.0
64,32.66530367625988,36.3771696024007,6340000.0,1780000.0
65,32.87975349757471,36.323790819315875,6360000.0,1780000.0
66,33.0939314978176,36.26992297139023,6380000.0,1780000.0
67,33.30783618188619,36.21556702499643,6400000.0,1780000.0
68,33.52146608259121,36.16072395041664,6420000.0,1780000.0
69,27.265841880490992,37.72636735156866,5840000.0,1800000.0
70,27.48704535792401,37.685392768940616,5860000.0,1800000.0
71,27.708020787457276,37.643905273565125,5880000.0,1800000.0
72,27.928765973795194,37.601905703011674,5900000.0,1800000.0
73,28.1492787480275,37.559394901944735,5920000.0,1800000.0
74,28.369556967772358,37.516373722000075,5940000.0,1800000.0
75,28.589598517313622,37.47284302166057,5960000.0,1800000.0
76,28.809401307732443,37.42880366613154,5980000.0,1800000.0
77,29.02896327703308,37.38425652721572,6000000.0,1800000.0
78,29.248282390263093,37.33920248318786,6020000.0,1800000.0
79,29.467356639627766,37.29364241866886,6040000.0,1800000.0
80,29.686184044598946,37.247577224499736,6060000.0,1800000.0
81,29.904762652018224,37.20100779761518,6080000.0,1800000.0
82,30.123090536194542,37.15393504091692,6100000.0,1800000.0
83,30.34116579899628,37.10635986314674,6120000.0,1800000.0
84,30.558986569937684,37.0582831787595,6140000.0,1800000.0
85,30.776551006259982,37.00970590779576,6160000.0,1800000.0
86,30.99385729300692,36.96062897575434,6180000.0,1800000.0
87,31.21090364309496,36.911053313464876,6200000.0,1800000.0
88,31.427688297378037,36.860979856960014,6220000.0,1800000.0
89,31.644209524707083,36.810409547347874,6240000.0,1800000.0
90,31.86046562198417,36.75934333068417,6260000.0,1800000.0
91,32.076454914211475,36.70778215784453,6280000.0,1800000.0
92,32.29217575453506,36.655726984396765,6300000.0,1800000.0
93,32.50762652428348,36.60317877047308,6320000.0,1800000.0
94,32.7228056330013,36.5501384806426,6340000.0,1800000.0
95,32.93771151847763,36.49660708378374,6360000.0,1800000.0
96,33.15234264676957,36.44258555295679,6380000.0,1800000.0
97,33.3666975122209,36.3880748652767,6400000.0,1800000.0
98,33.58077463747566,36.333076001786004,6420000.0,1800000.0
99,33.79457257348715,36.27758994732781,6440000.0,1800000.0
100,27.311358958073384,37.902698960976565,5840000.0,1820000.0
101,27.533090738537283,37.86160098201426,5860000.0,1820000.0
102,27.754591895620326,37.819988755567046,5880000.0,1820000.0
103,27.97586021327398,37.77786312903646,5900000.0,1820000.0
104,28.196893502245825,37.73522495698334,5920000.0,1820000.0
105,28.417689600223373,37.69207510100223,5940000.0,1820000.0
106,28.63824637197186,37.64841442959521,5960000.0,1820000.0
107,28.858561709466297,37.60424381804533,5980000.0,1820000.0
108,29.078633532017594,37.55956414828963,6000000.0,1820000.0
109,29.298459786392918,37.514376308791824,6020000.0,1820000.0
110,29.518038446930202,37.46868119441452,6040000.0,1820000.0
111,29.73736751564691,37.42247970629121,6060000.0,1820000.0
112,29.95644502234311,37.375772751697994,6080000.0,1820000.0
113,30.175269024698746,37.32856124392496,6100000.0,1820000.0
114,30.393837608365295,37.28084610214737,6120000.0,1820000.0
115,30.61214888705181,37.23262825129668,6140000.0,1820000.0
116,30.83020100260529,37.18390862193136,6160000.0,1820000.0
117,31.04799212508556,37.13468815010759,6180000.0,1820000.0
118,31.265520452834593,37.084967777249794,6200000.0,1820000.0
119,31.482784212540363,37.03474845002119,6220000.0,1820000.0
120,31.699781659295276,36.984031120194174,6240000.0,1820000.0
121,31.9165110766492,36.93281674452075,6260000.0,1820000.0
122,32.13297077665716,36.88110628460294,6280000.0,1820000.0
123,32.349159099921756,36.82890070676327,6300000.0,1820000.0
124,32.56507441563034,36.77620098191515,6320000.0,1820000.0
125,32.78071512158697,36.723008085433555,6340000.0,1820000.0
126,32.996079644239344,36.669322997025645,6360000.0,1820000.0
127,33.21116643870045,36.61514670060163,6380000.0,1820000.0
128,33.42597398876547,36.5604801841457,6400000.0,1820000.0
129,33.64050080692341,36.505324439587206,6420000.0,1820000.0
130,33.85474543436418,36.449680462671985,6440000.0,1820000.0
131,34.06870644098047,36.39354925283403,6460000.0,1820000.0
132,26.465870423617304,38.23867275156919,5760000.0,1840000.0
133,26.689043979858653,38.19952124103068,5780000.0,1840000.0
134,26.911993520894757,38.15985078541257,5800000.0,1840000.0
135,27.134716702455528,38.11966221191549,5820000.0,1840000.0
136,27.357211206847527,38.07895635546921,5840000.0,1840000.0
137,27.579474743122603,38.03773405860727,5860000.0,1840000.0
138,27.801505047240376,37.99599617134094,5880000.0,1840000.0
139,28.023299882224773,37.953743551032694,5900000.0,1840000.0
140,28.244857038314468,37.910977062269,5920000.0,1840000.0
141,28.46617433310727,37.867697576732795,5940000.0,1840000.0
142,28.68724961169849,37.82390597307529,5960000.0,1840000.0
143,28.908080746813397,37.77960313678756,5980000.0,1840000.0
144,29.128665638933644,37.7347899600714,6000000.0,1840000.0
145,29.3490022164177,37.68946734171024,6020000.0,1840000.0
146,29.569088435615473,37.64363618693926,6040000.0,1840000.0
147,29.788922280977005,37.59729740731551,6060000.0,1840000.0
148,30.008501765155213,37.550451920587655,6080000.0,1840000.0
149,30.227824929102965,37.50310065056537,6100000.0,1840000.0
150,30.44688984216426,37.455244526988686,6120000.0,1840000.0
151,30.665694602159682,37.406884485396986,6140000.0,1840000.0
152,30.884237335466146,37.35802146699796,6160000.0,1840000.0
153,31.10251619709097,37.30865641853633,6180000.0,1840000.0
154,31.32052937074031,37.25879029216251,6200000.0,1840000.0
155,31.53827506888201,37.208424045301314,6220000.0,1840000.0
156,31.755751532802954,37.157558640520314,6240000.0,1840000.0
157,31.972957032660844,37.10619504539854,6260000.0,1840000.0
158,32.18988986753062,37.05433423239497,6280000.0,1840000.0
159,32.406548365445424,37.00197717871704,6300000.0,1840000.0
160,32.62293088343228,36.949124866189415,6320000.0,1840000.0
161,32.839035807542466,36.895778281122645,6340000.0,1840000.0
162,33.05486155287663,36.84193841418205,6360000.0,1840000.0
163,33.2704065636048,36.78760626025678,6380000.0,1840000.0
164,33.48566931298123,36.73278281832892,6400000.0,1840000.0
165,33.70064830335417,36.67746909134289,6420000.0,1840000.0
166,33.91534206617074,36.62166608607511,6440000.0,1840000.0
167,34.12974916197677,36.56537481300372,6460000.0,1840000.0
168,36.04628988814197,36.03694969888044,6640000.0,1840000.0
169,36.257757535949914,35.97583204602361,6660000.0,1840000.0
170,26.509894140655756,38.41534329637798,5760000.0,1860000.0
171,26.733613282390447,38.3760720418057,5780000.0,1860000.0
172,26.957105854967303,38.33628045132845,5800000.0,1860000.0
173,27.180369491315965,38.295969361958136,5820000.0,1860000.0
174,27.403401851365395,38.25513961850895,5840000.0,1860000.0
175,27.626200622213666,38.21379207346999,5860000.0,1860000.0
176,27.84876351829153,38.17192758687727,5880000.0,1860000.0
177,28.071088281519785,38.129547026185065,5900000.0,1860000.0
178,28.293172681460486,38.08665126613683,5920000.0,1860000.0
179,28.515014515462006,38.043241188635555,5940000.0,1860000.0
180,28.73661160879791,37.999317682613594,5960000.0,1860000.0
181,28.95796181479973,37.95488164390224,5980000.0,1860000.0
182,29.179063014983665,37.90993397510068,6000000.0,1860000.0
183,29.399913119171195,37.86447558544469,6020000.0,1860000.0
184,29.620510065603604,37.81850739067495,6040000.0,1860000.0
185,29.84085182105059,37.77203031290516,6060000.0,1860000.0
186,30.06093638091282,37.725045280489645,6080000.0,1860000.0
187,30.280761769318534,37.677553227890996,6100000.0,1860000.0
188,30.500326039214297,37.62955509554718,6120000.0,1860000.0
189,30.71962727244983,37.581051829738854,6140000.0,1860000.0
190,30.938663579857067,37.53204438245612,6160000.0,1860000.0
191,31.15743310132335,37.48253371126544,6180000.0,1860000.0
192,31.375934005858948,37.43252077917636,6200000.0,1860000.0
193,31.594164491658834,37.382006554508166,6220000.0,1860000.0
194,31.812122786158863,37.3309920107565,6240000.0,1860000.0
195,32.029807146086306,37.27947812645998,6260000.0,1860000.0
196,32.247215857504855,37.2274658850669,6280000.0,1860000.0
197,32.464347235854135,37.17495627480183,6300000.0,1860000.0
198,32.68119962598379,37.121950288532474,6320000.0,1860000.0
199,32.89777140218212,37.06844892363656,6340000.0,1860000.0
200,33.114060968199546,37.01445318186877,6360000.0,1860000.0
201,33.330066757266565,36.95996406922799,6380000.0,1860000.0
202,33.545787232106775,36.904982595824656,6400000.0,1860000.0
203,33.76122088494449,36.84950977574833,6420000.0,1860000.0
204,33.97636623750749,36.79354662693549,6440000.0,1860000.0
205,34.19122184102464,36.73709417103758,6460000.0,1860000.0
206,34.40578627621856,36.680153433289476,6480000.0,1860000.0
207,35.89947157607335,36.26798318896862,6620000.0,1860000.0
208,36.11165910372533,36.20717349170374,6640000.0,1860000.0
209,36.323544013204994,36.14588487940543,6660000.0,1860000.0
210,27.00255274035073,38.51263791627737,5800000.0,1880000.0
211,27.226360404684474,38.47220338888701,5820000.0,1880000.0
212,27.44993415957801,38.43124882774549,5840000.0,1880000.0
213,27.67327166998277,38.389775095429606,5860000.0,1880000.0
214,27.89637062861588,38.347783062132656,5880000.0,1880000.0
215,28.119228756118375,38.305273605533756,5900000.0,1880000.0
216,28.341843801207215,38.2622476106667,5920000.0,1880000.0
217,28.564213540820923,38.21870596978826,5940000.0,1880000.0
218,28.78633578025892,38.17464958224603,5960000.0,1880000.0
219,29.008208353314675,38.13007935434586,5980000.0,1880000.0
220,29.229829122402634,38.084996199218835,6000000.0,1880000.0
221,29.45119597867886,38.03940103668794,6020000.0,1880000.0
222,29.672306842155596,37.99329479313434,6040000.0,1880000.0
223,29.893159661809648,37.94667840136338,6060000.0,1880000.0
224,30.113752415684655,37.8995528004703,6080000.0,1880000.0
225,30.334083110987308,37.851918935705775,6100000.0,1880000.0
226,30.554149784177564,37.80377775834109,6120000.0,1880000.0
227,30.773950501052806,37.75513022553336,6140000.0,1880000.0
228,30.993483356826097,37.70597730019038,6160000.0,1880000.0
229,31.212746476198554,37.65631995083552,6180000.0,1880000.0
230,31.43173801342579,37.60615915147246,6200000.0,1880000.0
231,31.650456152378663,37.555495881449914,6220000.0,1880000.0
232,31.86889910659811,37.50433112532629,6240000.0,1880000.0
233,32.08706511934444,37.45266587273436,6260000.0,1880000.0
234,32.30495246364083,37.40050111824601,6280000.0,1880000.0
235,32.522559442311334,37.34783786123702,6300000.0,1880000.0
236,32.73988438801327,37.29467710575184,6320000.0,1880000.0
